index,series_name,network,season,title,imdb,engagement,date_aired,run_time,format,monster_name,monster_gender,monster_type,monster_subtype,monster_species,monster_real,monster_amount,caught_fred,caught_daphnie,caught_velma,caught_shaggy,caught_scooby,captured_fred,captured_daphnie,captured_velma,captured_shaggy,captured_scooby,unmask_fred,unmask_daphnie,unmask_velma,unmask_shaggy,unmask_scooby,snack_fred,snack_daphnie,snack_velma,snack_shaggy,snack_scooby,unmask_other,caught_other,caught_not,trap_work_first,setting_terrain,setting_country_state,suspects_amount,non_suspect,arrested,culprit_name,culprit_gender,culprit_amount,motive,if_it_wasnt_for,and_that,door_gag,number_of_snacks,split_up,another_mystery,set_a_trap,jeepers,jinkies,my_glasses,just_about_wrapped_up,zoinks,groovy,scooby_doo_where_are_you,rooby_rooby_roo,batman,scooby_dum,scrappy_doo,hex_girls,blue_falcon,fred_va,daphnie_va,velma_va,shaggy_va,scooby_va
314,A Pup Named Scooby-Doo,ABC,1,The Story Stick,6.9,46,1988-11-19,23,TV Series,Totem Spirit,male,possessed object,Statue,totem,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Forest,United States,3,FALSE,TRUE,Mr. Ryan,Male,1,Competition,you pesky kids,puppy,FALSE,0,1,0,0,0,11,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
315,A Pup Named Scooby-Doo,ABC,1,Robopup,7.2,44,1988-11-26,23,TV Series,Ghost of Chef Pierre Goulash,male,ghost,Chef,human,FALSE,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,3,FALSE,TRUE,Mr. Gordon,Male,1,Theft,you pesky kids,puppy,FALSE,0,1,0,0,0,6,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
316,A Pup Named Scooby-Doo,ABC,1,Lights...Camera...Monster,7.5,45,1988-12-03,23,TV Series,Stinkweed,male,plant,Humanoid,plantmonster,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Urban,United States,3,FALSE,TRUE,Vincent Thorn,Male,1,Theft,you pesky kids,"pup, scooby of the jungle",FALSE,1,2,0,0,0,7,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
317,A Pup Named Scooby-Doo,ABC,2,Curse of the Collar,7.7,43,1989-09-09,23,TV Series,Ghost of Buster McMutt Mauler,male,ghost,Phantom,human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,3,FALSE,TRUE,Mr. Trixenstuff,Male,1,Theft,"these nice, but trouble making kids","loveable, but pesky puppy",FALSE,0,0,0,0,0,2,0,0,0,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
318,A Pup Named Scooby-Doo,ABC,2,The Return of Commander Cool,7.7,43,1989-09-16,23,TV Series,Alien,male,extraterrestrial,Alien,alien,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Barbara Simone,Female,1,Theft,that super hero,super puppy,FALSE,0,0,0,0,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
319,A Pup Named Scooby-Doo,ABC,2,The Spirit of Rock'n Roll,7.8,43,1989-09-23,23,TV Series,Ghost of Purvis Parker,male,undead,Skeleton,human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Mr. Dilton,Male,1,Theft,Purvis and you kids,puppy,FALSE,2,1,0,0,0,6,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
320,A Pup Named Scooby-Doo,ABC,2,Chickenstein Lives,7.5,38,1989-09-30,23,TV Series,Chickenstein,male,undead,Frankenstein's Monster,chicken,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Casmer Codwaller,Male,1,Smuggling,these kids,puppy,FALSE,1,1,0,0,0,3,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
321,A Pup Named Scooby-Doo,ABC,2,Night of the Living Burger,7.6,42,1989-10-07,23,TV Series,Burger Monster,male,possessed object,Burger,burger,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Skippy Johnson,Male,1,Competition,NA,NA,FALSE,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
322,A Pup Named Scooby-Doo,ABC,2,The Computer Walks Among Us,7.7,40,1989-10-14,23,TV Series,Dinkley 2000,male,mechanical,Humanoid,computer,FALSE,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Urban,United States,5,FALSE,TRUE,Bruce Wormsley,Male,1,Competition,her friends,puppy,FALSE,0,1,0,0,0,8,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
323,A Pup Named Scooby-Doo,ABC,2,Don Gone Scooby,7.2,39,1989-10-21,23,TV Series,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Urban,United States,2,FALSE,FALSE,Paula P. Casso,Female,1,Assistance,NA,NA,FALSE,0,1,0,0,0,5,0,0,1,0,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
324,A Pup Named Scooby-Doo,ABC,2,"Terror, Thy Name is Zombo",7.8,38,1989-10-28,23,TV Series,Ghost of Zombo,male,ghost,Clown,human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Urban,United States,5,FALSE,TRUE,Joey Jipner,Male,1,Competition,you nosey kids,clownin canine,FALSE,1,1,0,0,0,6,0,0,3,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
325,A Pup Named Scooby-Doo,ABC,3,Night of the Boogey Biker,7.1,37,1990-09-08,11,TV Series (segmented),Boogey Biker,male,undead,Skeleton,human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Urban,United States,2,TRUE,FALSE,Red Herring,Male,1,Assistance,NA,NA,FALSE,0,0,0,0,0,2,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
326,A Pup Named Scooby-Doo,ABC,3,Dawn of the Spooky Shuttle Scare,7.1,37,1990-09-08,11,TV Series (segmented),Astronaut Ghost,male,ghost,Astronaut,human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Urban,United States,3,FALSE,TRUE,Simon Simons,Male,1,Competition,NA,NA,FALSE,1,0,0,0,0,6,0,0,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
327,A Pup Named Scooby-Doo,ABC,3,Horror of the Haunted Hairpiece,6.9,35,1990-10-06,23,TV Series,Bigwig,male,possessed object,Humanoid,hair,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Crusty Baker,Male,1,Competition,NA,NA,FALSE,0,1,0,0,0,4,0,0,2,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
328,A Pup Named Scooby-Doo,ABC,3,Wrestle Maniacs,7.2,38,1990-11-03,23,TV Series,Ghost of the Hooded Heifer,male,ghost,Wrestler,human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,8,FALSE,TRUE,Herbert Blaum,Male,1,Competition,those kids,two lame super heros,FALSE,0,1,0,0,0,6,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
329,A Pup Named Scooby-Doo,ABC,4,The Were-Doo of Doo Manor,7.2,40,1991-08-03,23,TV Series,Nasty-Doo,male,animal,Hound,hound,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,2,FALSE,TRUE,Proff. Digmi,Male,1,Treasure,that tunneling puppy,NA,FALSE,1,1,0,0,0,6,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
330,A Pup Named Scooby-Doo,ABC,4,Catcher on the Sly,6.6,37,1991-08-10,4,TV Series (segmented),NA,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Urban,United States,1,FALSE,TRUE,Buster McMuttMauler,Male,1,Abduction,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
331,A Pup Named Scooby-Doo,ABC,4,The Ghost of Mrs. Shusham,6.6,37,1991-08-10,11,TV Series (segmented),Ghost of Mrs. Shusham,female,ghost,Librarian,human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Urban,United States,3,FALSE,TRUE,Bernice Binder,Female,1,Theft,these two,NA,FALSE,NA,0,0,0,0,3,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
332,A Pup Named Scooby-Doo,ABC,4,The Wrath of Waitro,6.6,37,1991-08-10,8,TV Series (segmented),NA,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Urban,United States,1,NA,NA,NA,NA,0,NA,NA,NA,FALSE,0,NA,NA,NA,0,3,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
333,A Pup Named Scooby-Doo,ABC,4,Mayhem of the Moving Mollusk,7.2,32,1991-08-17,23,TV Series,Moving Mollusk,male,animal,Giant,snail,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,New York,4,FALSE,TRUE,Lester Leonard,Male,1,Competition,you kids,stupid puppy,FALSE,1,0,0,0,0,6,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Carl Steven,Kellie Martin,Christina Lange,Casey Kasem,Don Messick
334,TV Special,TBC,Special,Arabian Nights,5.8,1526,1994-09-03,69,Movie,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Desert,Saudi Arabia,5,NA,NA,NA,NA,0,NA,NA,NA,TRUE,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
335,Johnny Bravo,Cartoon Network,Crossover,Bravo Dooby-Doo,8.4,148,1997-07-25,22,Crossover,Ghostly Gardener,male,undead,Ghost,human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Rural,United States,1,FALSE,FALSE,Jebidisa Bravo,Female,1,Trespassing,you meddling kids,NA,TRUE,0,1,0,0,0,2,1,0,5,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,B.J. Ward,Casey Kasem,Hadley Kay
336,Warner Home Video,Warner Home Video,Movie,Scooby-Doo on Zombie Island,7.8,12620,1998-09-22,76,Movie,"Ghost of Morgan Moonscar,Pirate Zombies,Confederate Zombies,Tourist Zombies,Simone Lenoir,Lena Dupree,Jacques","male,female","ghost,undead,animal","Pirate,Zombie,Zombie,Zombie,Werecat,Werecat,Werecat",human,TRUE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Swamp,Louisiana,6,NA,NA,NA,NA,0,Food,NA,NA,FALSE,3,0,0,0,1,9,0,0,14,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Marry Kay Bergman,B.J. Ward,Billy West,Scott Innes
337,Warner Home Video,Warner Home Video,Movie,Scooby-Doo and the Witch's Ghost,7.3,6527,1999-10-05,66,Movie,"Ben Ravencroft,Sarah Ravencroft,Evil Trees,Pumpkin Monsters,Enormous Turkey","male,female","magician,ghost,plant,animal","Warlock,Witch,Evil,Humanoid,Giant","human,tree,pumpkin,turkey",TRUE,5,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Rural,Massachusetts,4,NA,NA,NA,NA,0,Conquer,NA,NA,FALSE,1,0,0,0,0,5,1,0,6,1,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,Frank Welker,Marry Kay Bergman,B.J. Ward,Scott Innes,Scott Innes
338,The Scooby-Doo Project,Cartoon Network,Special,The Scooby-Doo Project,7.4,390,1999-10-31,21,TV Series,"Casper County Monster,Casper County Monster",male,animal,"Humanoid,Humanoid",forestmonster,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Forest,United States,7,TRUE,TRUE,Some Guy,Male,1,Entertainment,NA,NA,TRUE,0,1,0,0,0,0,1,0,2,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Marry Kay Bergman,B.J. Ward,Scott Innes,Scott Innes
339,Warner Home Video,Warner Home Video,Movie,Scooby-Doo and the Alien Invaders,6.9,5625,2000-10-03,73,Movie,"Aliens,Aliens,Aliens",male,extraterrestrial,"Alien,Alien,Alien",alien,FALSE,3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Desert,New Mexico,10,FALSE,TRUE,"Max,Steve,Laura,Fake MP 1,Fake MP 2","Male,Male,Female,Male,Male",5,Natural Resource,meddl-,NA,FALSE,0,0,0,0,0,2,0,0,6,14,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Marry Kay Bergman,B.J. Ward,Scott Innes,Scott Innes
340,Warner Home Video,Warner Home Video,Movie,Scooby-Doo and the Cyber Chase,7,6632,2001-10-09,73,Movie,Phantom Virus,male,possessed object,Humanoid,electric,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Urban,United States,4,FALSE,TRUE,Bill McLemore,Male,1,Competition,NA,NA,FALSE,NA,2,0,0,1,7,1,0,9,1,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,B.J. Ward,Scott Innes,Scott Innes
341,Night of the Living Doo,Cartoon Network,Special,Night of the Living Doo,7.2,256,2001-10-31,16,TV Series,"Zombie,Mummy,Zombie Gary Coleman",male,undead,"Zombie,Mummy,Zombie",human,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Rural,United States,2,TRUE,TRUE,Jabberjaw,Male,1,Competition,NA,NA,FALSE,0,1,0,0,0,1,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,B.J. Ward,Scott Innes,Scott Innes
342,Warner Bros. Picture,Warner Bros. Picture,Movie,Scooby-Doo,5.1,100951,2002-06-14,87,Movie (Theatrical),"Demons,Demons,Demons,Demons,Possessed College Kids,Possessed Fred,Possessed Marry Jane,Possessed Daphine,Possessed Velma,Scrappy-Rex","male,female","mythical,possessed object,animal","Demon,Demon,Demon,Demon,Possessed,Possessed,Possessed,Possessed,Possessed,Giant","demon,human,hound",TRUE,10,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Island,United States,11,TRUE,TRUE,"Scrappy-Doo,N' Goo Tuana,Zarkos,Short Henchman","Male,Male,Male,Male",4,Conquer,NA,NA,FALSE,NA,2,0,0,0,7,2,0,5,2,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,Freddie Prinze Jr.,Sarah Michelle Gellar,Linda Cardellini,Matthew Lillard,Neil Fanning
343,"Harvey Birdman, Attorney at Law",Adult Swim,Crossover,Shaggy Busted,8.1,133,2002-07-07,12,Crossover,Green Monster,male,plant,Humanoid,weed,FALSE,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Urban,United States,2,TRUE,TRUE,Old Man Bakov,Male,0,Competition,the damn cotton market,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Grey DeLisle,B.J. Ward,Scott Innes,Scott Innes
344,What's New Scooby-Doo?,The WB,1,There's No Creature Like Snow Creature,7.5,176,2002-09-14,21,TV Series,Snow Creature,male,animal,Humanoid,icemonster,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Snow,United States,6,FALSE,TRUE,Avalanche Anderson,Male,1,Competition,interloping adolescents,gluttonous dog,TRUE,0,0,0,0,3,1,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
345,What's New Scooby-Doo?,The WB,1,3-D Struction,7.4,150,2002-09-21,21,TV Series,Dinosaur Spirit,male,animal,Spirit,dinosaur,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Jungle,Costa Rica,3,FALSE,TRUE,"Luis Cepeda,Heather Lane","Male,Female",2,Natural Resource,turistas,NA,FALSE,1,1,0,0,1,1,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
346,What's New Scooby-Doo?,The WB,1,Space Ape and the Cape,7.6,151,2002-09-28,21,TV Series,The Alien,male,extraterrestrial,Alien,alien,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Janet Lawrence,Female,1,Competition,you meddling kids,NA,FALSE,NA,1,0,0,1,0,0,1,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
347,What's New Scooby-Doo?,The WB,1,Big Scare in the Big Easy,7.7,142,2002-10-05,21,TV Series,"Ghost of the Leland Brothers,Ghost of the Leland Brothers",male,ghost,"Soldier,Soldier",human,FALSE,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,Louisiana,4,FALSE,TRUE,Crawdad Mike,Male,1,Competition,ya'll meddling kids,NA,FALSE,0,1,0,1,1,2,0,0,4,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
348,What's New Scooby-Doo?,The WB,1,"It's Mean, It's Green, It's the Mystery Machine",7.6,144,2002-10-26,21,TV Series,The Mystery Machine,female,possessed object,Car,vehicle,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,5,FALSE,FALSE,Susan Dinwiddle,Female,1,Competition,NA,NA,FALSE,1,0,0,0,1,1,1,0,3,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
349,What's New Scooby-Doo?,The WB,1,Riva Ras Regas,7.5,125,2002-11-02,21,TV Series,Ghost of Rufus Raucaus,male,ghost,Phantom,human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,Nevada,6,FALSE,TRUE,Phylidia Flanders,Female,1,Competition,you meddling kids,NA,FALSE,0,1,0,1,1,1,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
350,What's New Scooby-Doo?,The WB,1,Roller Ghoster Ride,7.7,133,2002-11-09,21,TV Series,Roller Ghoster,male,animal,Humanoid,beast,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,5,FALSE,FALSE,Terry,Female,1,Competition,you meddling kids,NA,TRUE,2,1,1,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
351,What's New Scooby-Doo?,The WB,1,"Safari, So Goodie!",7.1,130,2002-11-23,21,TV Series,Jungle Demons,male,animal,Demon,animal,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Jungle,Malawi,5,FALSE,TRUE,"Honey Honsecker,Henry Honsecker","Female,Male",2,Smuggling,NA,NA,FALSE,0,1,0,0,0,1,0,0,2,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
